#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2017-01-18T17:11:31 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ587fa18c53e4	
#INFO	-out.max=unlimited	
#INFO	queryParameters=16	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/327/1039&tab:{J/A+A/327/1039/tab2-7}&key:source=J/A+A/327/1039&HTTPPRM:&
#-source=J/A+A/327/1039/tab2-7
#-order=I
#-out=[M/H]
#-out=Y
#-out=Mass
#-out=Age
#-out=Teff
#-out=Lum
#-out=Rad
#-out=logTc
#-out=logRHOc
#-out=Li/Lio
#-out=Be/Beo
#
#
#RESOURCE=yCat_33271039
#Name: J/A+A/327/1039
#Title: Structure and evolution of low-mass stars (Chabrier+ 1997)
#Table	J_A_A_327_1039_tab2-7:
#Name: J/A+A/327/1039/tab2-7
#Title: CB97 models ([M/H] = -2 to 0; Y = 0.25 or 0.275)
#Column	[M/H]	(F4.1)	Initial metallicity	[ucd=phys.abund]
#Column	Y	(F6.3)	Initial helium mass fraction	[ucd=phys.mass;arith.ratio]
#Column	Mass	(F6.3)	[0/1] Mass	[ucd=phys.mass]
#Column	Age	(F5.2)	Age	[ucd=time.age]
#Column	Teff	(I4)	Effective temperature	[ucd=phys.temperature.effective]
#Column	Lum	(F6.3)	Luminosity	[ucd=phys.luminosity]
#Column	Rad	(F6.3)	Radius	[ucd=phys.size.radius]
#Column	logTc	(F6.3)	Central temperature	[ucd=phys.temperature]
#Column	logRHOc	(F6.3)	Density	[ucd=phys.density]
#Column	Li/Lio	(F8.5)	Lithium abundance (1)	[ucd=phys.abund]
#Column	Be/Beo	(F8.5)	Berillium abundance (1)	[ucd=phys.abund]
#[M/H]	Y	Mass	Age	Teff	Lum	Rad	logTc	logRHOc	Li/Lio	Be/Beo
#[Sun]	 	solMass	Gyr	K	[solLum]	10+8m	[K]	[g/cm3]	 	
#----	------	------	-----	----	------	------	------	------	--------	--------
 0.0	 0.275	 0.150	 0.01	3186	-1.636	 3.503	 6.354	 0.964	 1.00000	 1.00000
 0.0	 0.275	 0.150	 0.10	3199	-2.328	 1.567	 6.669	 2.009	 0.00000	 0.02640
 0.0	 0.275	 0.150	 1.00	3149	-2.581	 1.209	 6.759	 2.349	 0.00000	 0.00000
 0.0	 0.275	 0.150	10.00	3153	-2.577	 1.212	 6.760	 2.346	 0.00000	 0.00000
 0.0	 0.275	 0.200	 0.01	3251	-1.464	 4.101	 6.412	 0.889	 1.00000	 1.00000
 0.0	 0.275	 0.200	 0.10	3299	-2.137	 1.835	 6.738	 1.934	 0.00000	 0.00009
 0.0	 0.275	 0.200	 1.00	3290	-2.316	 1.502	 6.813	 2.196	 0.00000	 0.00000
 0.0	 0.275	 0.200	10.00	3295	-2.302	 1.523	 6.810	 2.177	 0.00000	 0.00000
 0.0	 0.275	 0.300	 0.01	3345	-1.232	 5.060	 6.498	 0.798	 0.98700	 1.00000
 0.0	 0.275	 0.300	 0.10	3424	-1.873	 2.310	 6.818	 1.831	 0.00000	 0.00000
 0.0	 0.275	 0.300	 1.00	3437	-1.984	 2.016	 6.879	 1.996	 0.00000	 0.00000
 0.0	 0.275	 0.300	10.00	3436	-1.945	 2.112	 6.863	 1.935	 0.00000	 0.00000
 0.0	 0.275	 0.350	 0.01	3396	-1.138	 5.469	 6.531	 0.766	 0.95300	 1.00000
 0.0	 0.275	 0.350	 0.10	3471	-1.767	 2.540	 6.836	 1.821	 0.00000	 0.00000
 0.0	 0.275	 0.350	 1.00	3478	-1.857	 2.282	 6.897	 1.907	 0.00000	 0.00000
 0.0	 0.275	 0.350	10.00	3475	-1.822	 2.380	 6.882	 1.850	 0.00000	 0.00000
 0.0	 0.275	 0.400	 0.01	3451	-1.050	 5.863	 6.559	 0.735	 0.87600	 1.00000
 0.0	 0.275	 0.400	 0.10	3525	-1.660	 2.786	 6.853	 1.827	 0.00000	 0.00016
 0.0	 0.275	 0.400	 1.00	3522	-1.727	 2.581	 6.905	 1.852	 0.00000	 0.00000
 0.0	 0.275	 0.400	10.00	3524	-1.707	 2.640	 6.897	 1.859	 0.00000	 0.00000
 0.0	 0.275	 0.500	 0.01	3555	-0.903	 6.547	 6.608	 0.691	 0.52200	 0.99700
 0.0	 0.275	 0.500	 0.10	3658	-1.429	 3.374	 6.898	 1.875	 0.00000	 0.30000
 0.0	 0.275	 0.500	 1.00	3649	-1.478	 3.205	 6.935	 1.848	 0.00000	 0.09220
 0.0	 0.275	 0.500	10.00	3654	-1.454	 3.285	 6.930	 1.880	 0.00000	 0.00000
 0.0	 0.275	 0.600	 0.01	3645	-0.785	 7.134	 6.645	 0.668	 0.28900	 0.99300
 0.0	 0.275	 0.600	 0.10	3987	-1.119	 4.058	 6.979	 1.935	 0.00000	 0.86400
 0.0	 0.275	 0.600	 1.00	3883	-1.195	 3.919	 6.969	 1.860	 0.00000	 0.84200
 0.0	 0.275	 0.600	10.00	3914	-1.156	 4.035	 6.976	 1.921	 0.00000	 0.70200
 0.0	 0.275	 0.700	 0.01	3719	-0.681	 7.721	 6.669	 0.655	 0.38200	 0.99600
 0.0	 0.275	 0.700	 0.10	4246	-0.910	 4.551	 7.027	 1.880	 0.00205	 0.97400
 0.0	 0.275	 0.700	 1.00	4209	-0.909	 4.637	 7.009	 1.876	 0.00105	 0.97300
 0.0	 0.275	 0.700	10.00	4284	-0.841	 4.841	 7.031	 1.992	 0.00000	 0.96800
 0.0	 0.275	 0.800	 0.01	4091	-0.539	 7.515	 6.729	 0.796	 0.10400	 0.98900
 0.0	 0.275	 0.800	 0.10	4647	-0.647	 5.140	 7.059	 1.876	 0.00173	 0.97000
 0.0	 0.275	 0.800	 1.00	4647	-0.632	 5.235	 7.051	 1.897	 0.00157	 0.97000
 0.0	 0.275	 0.800	10.00	4762	-0.515	 5.705	 7.097	 2.111	 0.00085	 0.96900
-0.5	 0.250	 0.080	 0.01	3211	-1.988	 2.299	 6.238	 1.218	 1.00000	 1.00000
-0.5	 0.250	 0.080	 0.10	3023	-2.759	 1.068	 6.483	 2.215	 0.09320	 0.99000
-0.5	 0.250	 0.080	 1.00	2352	-3.608	 0.664	 6.508	 2.849	 0.00000	 0.00772
-0.5	 0.250	 0.080	10.00	2128	-3.835	 0.625	 6.485	 2.928	 0.00000	 0.00000
-0.5	 0.250	 0.090	 0.01	3246	-1.918	 2.441	 6.266	 1.196	 1.00000	 1.00000
-0.5	 0.250	 0.090	 0.10	3102	-2.666	 1.129	 6.525	 2.198	 0.00708	 0.93400
-0.5	 0.250	 0.090	 1.00	2725	-3.261	 0.738	 6.594	 2.764	 0.00000	 0.00000
-0.5	 0.250	 0.090	10.00	2716	-3.271	 0.734	 6.595	 2.772	 0.00000	 0.00000
-0.5	 0.250	 0.100	 0.01	3279	-1.852	 2.580	 6.290	 1.173	 1.00000	 1.00000
-0.5	 0.250	 0.100	 0.10	3160	-2.593	 1.184	 6.562	 2.186	 0.00026	 0.73100
-0.5	 0.250	 0.100	 1.00	2940	-3.035	 0.822	 6.644	 2.671	 0.00000	 0.00000
-0.5	 0.250	 0.100	10.00	2943	-3.033	 0.823	 6.646	 2.670	 0.00000	 0.00000
-0.5	 0.250	 0.110	 0.01	3309	-1.797	 2.700	 6.313	 1.158	 1.00000	 1.00000
-0.5	 0.250	 0.110	 0.10	3211	-2.522	 1.244	 6.591	 2.167	 0.00001	 0.44300
-0.5	 0.250	 0.110	 1.00	3068	-2.882	 0.900	 6.677	 2.595	 0.00000	 0.00000
-0.5	 0.250	 0.110	10.00	3072	-2.879	 0.901	 6.679	 2.593	 0.00000	 0.00000
-0.5	 0.250	 0.150	 0.01	3399	-1.606	 3.187	 6.380	 1.085	 1.00000	 1.00000
-0.5	 0.250	 0.150	 0.10	3353	-2.310	 1.457	 6.681	 2.103	 0.00000	 0.00543
-0.5	 0.250	 0.150	 1.00	3311	-2.521	 1.172	 6.754	 2.390	 0.00000	 0.00000
-0.5	 0.250	 0.150	10.00	3314	-2.517	 1.175	 6.756	 2.386	 0.00000	 0.00000
-0.5	 0.250	 0.200	 0.01	3479	-1.435	 3.704	 6.442	 1.020	 0.99800	 1.00000
-0.5	 0.250	 0.200	 0.10	3467	-2.115	 1.705	 6.752	 2.030	 0.00000	 0.00000
-0.5	 0.250	 0.200	 1.00	3451	-2.257	 1.462	 6.809	 2.230	 0.00000	 0.00000
-0.5	 0.250	 0.200	10.00	3455	-2.241	 1.485	 6.806	 2.211	 0.00000	 0.00000
-0.5	 0.250	 0.300	 0.01	3595	-1.193	 4.586	 6.526	 0.924	 0.94000	 1.00000
-0.5	 0.250	 0.300	 0.10	3640	-1.827	 2.154	 6.831	 1.928	 0.00000	 0.00000
-0.5	 0.250	 0.300	 1.00	3640	-1.909	 1.960	 6.877	 2.032	 0.00000	 0.00000
-0.5	 0.250	 0.300	10.00	3645	-1.865	 2.058	 6.860	 1.969	 0.00000	 0.00000
-0.5	 0.250	 0.350	 0.01	3648	-1.100	 4.956	 6.560	 0.892	 0.81000	 0.99900
-0.5	 0.250	 0.350	 0.10	3703	-1.708	 2.389	 6.850	 1.928	 0.00000	 0.00027
-0.5	 0.250	 0.350	 1.00	3696	-1.759	 2.260	 6.888	 1.923	 0.00000	 0.00000
-0.5	 0.250	 0.350	10.00	3697	-1.742	 2.305	 6.883	 1.895	 0.00000	 0.00000
-0.5	 0.250	 0.400	 0.01	3702	-1.016	 5.298	 6.589	 0.865	 0.58500	 0.99800
-0.5	 0.250	 0.400	 0.10	3777	-1.582	 2.656	 6.874	 1.947	 0.00000	 0.16200
-0.5	 0.250	 0.400	 1.00	3754	-1.630	 2.541	 6.903	 1.905	 0.00000	 0.00027
-0.5	 0.250	 0.400	10.00	3759	-1.609	 2.598	 6.899	 1.919	 0.00000	 0.00000
-0.5	 0.250	 0.500	 0.01	3810	-0.875	 5.887	 6.633	 0.841	 0.44400	 0.99700
-0.5	 0.250	 0.500	 0.10	4033	-1.269	 3.338	 6.950	 1.997	 0.00011	 0.95900
-0.5	 0.250	 0.500	 1.00	3947	-1.333	 3.237	 6.941	 1.901	 0.00000	 0.93700
-0.5	 0.250	 0.500	10.00	3968	-1.298	 3.333	 6.944	 1.954	 0.00000	 0.84900
-0.5	 0.250	 0.600	 0.01	3920	-0.748	 6.433	 6.662	 0.847	 0.67000	 0.99900
-0.5	 0.250	 0.600	 0.10	4357	-1.008	 3.862	 7.002	 1.941	 0.25400	 0.99700
-0.5	 0.250	 0.600	 1.00	4321	-1.000	 3.960	 6.986	 1.914	 0.22000	 0.99700
-0.5	 0.250	 0.600	10.00	4406	-0.935	 4.109	 7.004	 2.020	 0.11200	 0.99600
-0.5	 0.250	 0.700	 0.01	4039	-0.624	 6.990	 6.688	 0.871	 0.86300	 1.00000
-0.5	 0.250	 0.700	 0.10	4804	-0.704	 4.509	 7.038	 1.921	 0.77100	 1.00000
-0.5	 0.250	 0.700	 1.00	4806	-0.687	 4.593	 7.032	 1.929	 0.76500	 1.00000
-0.5	 0.250	 0.700	10.00	4962	-0.569	 4.933	 7.075	 2.136	 0.74600	 1.00000
-0.5	 0.250	 0.800	 0.01	4176	-0.498	 7.560	 6.715	 0.916	 0.95300	 1.00000
-0.5	 0.250	 0.800	 0.10	5217	-0.432	 5.228	 7.075	 1.923	 0.94200	 1.00000
-0.5	 0.250	 0.800	 1.00	5225	-0.412	 5.334	 7.076	 1.941	 0.94100	 1.00000
-0.5	 0.250	 0.800	10.00	5490	-0.190	 6.239	 7.164	 2.359	 0.94100	 1.00000
-1.0	 0.250	 0.083	 0.01	3421	-1.946	 2.128	 6.282	 1.337	 1.00000	 1.00000
-1.0	 0.250	 0.083	 0.10	3203	-2.705	 1.013	 6.511	 2.303	 0.00747	 0.94700
-1.0	 0.250	 0.083	 1.00	2527	-3.504	 0.649	 6.521	 2.897	 0.00000	 0.00054
-1.0	 0.250	 0.083	10.00	2359	-3.660	 0.622	 6.504	 2.952	 0.00000	 0.00000
-1.0	 0.250	 0.085	 0.01	3429	-1.930	 2.157	 6.287	 1.330	 1.00000	 1.00000
-1.0	 0.250	 0.085	 0.10	3218	-2.690	 1.020	 6.521	 2.304	 0.00318	 0.91700
-1.0	 0.250	 0.085	 1.00	2636	-3.411	 0.664	 6.543	 2.878	 0.00000	 0.00008
-1.0	 0.250	 0.085	10.00	2550	-3.492	 0.646	 6.536	 2.914	 0.00000	 0.00000
-1.0	 0.250	 0.090	 0.01	3449	-1.897	 2.214	 6.302	 1.323	 1.00000	 1.00000
-1.0	 0.250	 0.090	 0.10	3258	-2.644	 1.050	 6.542	 2.294	 0.00050	 0.81300
-1.0	 0.250	 0.090	 1.00	2848	-3.222	 0.706	 6.589	 2.822	 0.00000	 0.00000
-1.0	 0.250	 0.090	10.00	2840	-3.231	 0.703	 6.590	 2.829	 0.00000	 0.00000
-1.0	 0.250	 0.100	 0.01	3486	-1.832	 2.338	 6.327	 1.301	 1.00000	 1.00000
-1.0	 0.250	 0.100	 0.10	3327	-2.564	 1.104	 6.579	 2.277	 0.00000	 0.46400
-1.0	 0.250	 0.100	 1.00	3103	-2.970	 0.795	 6.646	 2.715	 0.00000	 0.00000
-1.0	 0.250	 0.100	10.00	3107	-2.967	 0.796	 6.648	 2.713	 0.00000	 0.00000
-1.0	 0.250	 0.110	 0.01	3518	-1.771	 2.459	 6.348	 1.279	 1.00000	 1.00000
-1.0	 0.250	 0.110	 0.10	3381	-2.499	 1.153	 6.612	 2.266	 0.00000	 0.15900
-1.0	 0.250	 0.110	 1.00	3240	-2.812	 0.875	 6.681	 2.632	 0.00000	 0.00000
-1.0	 0.250	 0.110	10.00	3245	-2.808	 0.876	 6.683	 2.631	 0.00000	 0.00000
-1.0	 0.250	 0.150	 0.01	3617	-1.581	 2.899	 6.417	 1.208	 0.99900	 1.00000
-1.0	 0.250	 0.150	 0.10	3549	-2.273	 1.356	 6.704	 2.197	 0.00000	 0.00025
-1.0	 0.250	 0.150	 1.00	3500	-2.445	 1.143	 6.761	 2.422	 0.00000	 0.00000
-1.0	 0.250	 0.150	10.00	3505	-2.439	 1.149	 6.762	 2.416	 0.00000	 0.00000
-1.0	 0.250	 0.200	 0.01	3701	-1.406	 3.384	 6.478	 1.137	 0.98600	 1.00000
-1.0	 0.250	 0.200	 0.10	3682	-2.069	 1.593	 6.776	 2.118	 0.00000	 0.00000
-1.0	 0.250	 0.200	 1.00	3666	-2.173	 1.426	 6.817	 2.263	 0.00000	 0.00000
-1.0	 0.250	 0.200	10.00	3674	-2.150	 1.458	 6.812	 2.234	 0.00000	 0.00000
-1.0	 0.250	 0.300	 0.01	3831	-1.159	 4.200	 6.562	 1.038	 0.73100	 0.99900
-1.0	 0.250	 0.300	 0.10	3837	-1.782	 2.042	 6.855	 1.990	 0.00000	 0.00000
-1.0	 0.250	 0.300	 1.00	3834	-1.836	 1.923	 6.884	 2.057	 0.00000	 0.00000
-1.0	 0.250	 0.300	10.00	3841	-1.787	 2.027	 6.865	 1.988	 0.00000	 0.00000
-1.0	 0.250	 0.350	 0.01	3881	-1.070	 4.534	 6.596	 1.008	 0.42500	 0.99500
-1.0	 0.250	 0.350	 0.10	3904	-1.659	 2.273	 6.874	 1.993	 0.00000	 0.00074
-1.0	 0.250	 0.350	 1.00	3891	-1.683	 2.226	 6.894	 1.942	 0.00000	 0.00000
-1.0	 0.250	 0.350	10.00	3893	-1.665	 2.269	 6.891	 1.926	 0.00000	 0.00000
-1.0	 0.250	 0.400	 0.01	3930	-0.989	 4.853	 6.622	 0.984	 0.27700	 0.99300
-1.0	 0.250	 0.400	 0.10	3984	-1.524	 2.549	 6.904	 2.012	 0.00000	 0.51500
-1.0	 0.250	 0.400	 1.00	3950	-1.553	 2.509	 6.909	 1.928	 0.00000	 0.00496
-1.0	 0.250	 0.400	10.00	3959	-1.530	 2.566	 6.909	 1.950	 0.00000	 0.00000
-1.0	 0.250	 0.500	 0.01	4035	-0.848	 5.413	 6.658	 0.980	 0.58200	 0.99900
-1.0	 0.250	 0.500	 0.10	4261	-1.216	 3.179	 6.973	 2.002	 0.08520	 0.99400
-1.0	 0.250	 0.500	 1.00	4190	-1.231	 3.230	 6.951	 1.927	 0.03000	 0.99200
-1.0	 0.250	 0.500	10.00	4235	-1.185	 3.335	 6.960	 1.995	 0.00014	 0.98800
-1.0	 0.250	 0.600	 0.01	4169	-0.708	 5.956	 6.690	 1.015	 0.87700	 1.00000
-1.0	 0.250	 0.600	 0.10	4728	-0.886	 3.775	 7.011	 1.955	 0.81300	 1.00000
-1.0	 0.250	 0.600	 1.00	4711	-0.873	 3.859	 7.002	 1.938	 0.80200	 1.00000
-1.0	 0.250	 0.600	10.00	4867	-0.782	 4.013	 7.031	 2.079	 0.75400	 1.00000
-1.0	 0.250	 0.700	 0.01	4377	-0.543	 6.534	 6.726	 1.073	 0.97100	 1.00000
-1.0	 0.250	 0.700	 0.10	5236	-0.575	 4.402	 7.050	 1.939	 0.96700	 1.00000
-1.0	 0.250	 0.700	 1.00	5236	-0.559	 4.483	 7.048	 1.943	 0.96700	 1.00000
-1.0	 0.250	 0.700	10.00	5478	-0.392	 4.967	 7.113	 2.234	 0.96700	 1.00000
-1.0	 0.250	 0.800	 0.01	4663	-0.349	 7.195	 6.770	 1.163	 0.99400	 1.00000
-1.0	 0.250	 0.800	 0.10	5662	-0.303	 5.150	 7.089	 1.944	 0.99400	 1.00000
-1.0	 0.250	 0.800	 1.00	5719	-0.269	 5.247	 7.097	 1.990	 0.99400	 1.00000
-1.0	 0.250	 0.800	10.00	6055	 0.077	 6.973	 7.235	 2.676	 0.99400	 1.00000
-1.3	 0.250	 0.083	 0.01	3530	-1.931	 2.031	 6.299	 1.397	 1.00000	 1.00000
-1.3	 0.250	 0.083	 0.10	3283	-2.699	 0.971	 6.519	 2.358	 0.00181	 0.90400
-1.3	 0.250	 0.083	 1.00	2541	-3.516	 0.632	 6.510	 2.930	 0.00000	 0.00049
-1.3	 0.250	 0.083	10.00	2283	-3.751	 0.597	 6.480	 3.003	 0.00000	 0.00000
-1.3	 0.250	 0.085	 0.01	3538	-1.915	 2.061	 6.304	 1.390	 1.00000	 1.00000
-1.3	 0.250	 0.085	 0.10	3304	-2.677	 0.983	 6.528	 2.354	 0.00082	 0.86200
-1.3	 0.250	 0.085	 1.00	2662	-3.417	 0.646	 6.534	 2.913	 0.00000	 0.00006
-1.3	 0.250	 0.085	10.00	2542	-3.524	 0.626	 6.523	 2.954	 0.00000	 0.00000
-1.3	 0.250	 0.090	 0.01	3559	-1.883	 2.113	 6.319	 1.384	 1.00000	 1.00000
-1.3	 0.250	 0.090	 0.10	3347	-2.631	 1.010	 6.550	 2.345	 0.00009	 0.70300
-1.3	 0.250	 0.090	 1.00	2913	-3.204	 0.690	 6.585	 2.854	 0.00000	 0.00000
-1.3	 0.250	 0.090	10.00	2903	-3.214	 0.686	 6.586	 2.862	 0.00000	 0.00000
-1.3	 0.250	 0.100	 0.01	3596	-1.818	 2.231	 6.345	 1.362	 1.00000	 1.00000
-1.3	 0.250	 0.100	 0.10	3419	-2.551	 1.061	 6.589	 2.330	 0.00000	 0.30300
-1.3	 0.250	 0.100	 1.00	3194	-2.936	 0.781	 6.647	 2.738	 0.00000	 0.00000
-1.3	 0.250	 0.100	10.00	3200	-2.931	 0.782	 6.649	 2.736	 0.00000	 0.00000
-1.3	 0.250	 0.110	 0.01	3627	-1.759	 2.347	 6.366	 1.340	 1.00000	 1.00000
-1.3	 0.250	 0.110	 0.10	3479	-2.480	 1.113	 6.622	 2.312	 0.00000	 0.08150
-1.3	 0.250	 0.110	 1.00	3338	-2.773	 0.862	 6.684	 2.653	 0.00000	 0.00000
-1.3	 0.250	 0.110	10.00	3343	-2.769	 0.863	 6.686	 2.651	 0.00000	 0.00000
-1.3	 0.250	 0.150	 0.01	3726	-1.565	 2.781	 6.434	 1.262	 0.99700	 1.00000
-1.3	 0.250	 0.150	 0.10	3658	-2.251	 1.309	 6.716	 2.243	 0.00000	 0.00004
-1.3	 0.250	 0.150	 1.00	3618	-2.400	 1.127	 6.765	 2.441	 0.00000	 0.00000
-1.3	 0.250	 0.150	10.00	3624	-2.392	 1.134	 6.766	 2.433	 0.00000	 0.00000
-1.3	 0.250	 0.200	 0.01	3809	-1.392	 3.247	 6.495	 1.191	 0.96800	 1.00000
-1.3	 0.250	 0.200	 0.10	3785	-2.048	 1.545	 6.787	 2.158	 0.00000	 0.00000
-1.3	 0.250	 0.200	 1.00	3772	-2.134	 1.409	 6.821	 2.279	 0.00000	 0.00000
-1.3	 0.250	 0.200	10.00	3780	-2.107	 1.447	 6.815	 2.244	 0.00000	 0.00000
-1.3	 0.250	 0.300	 0.01	3943	-1.145	 4.026	 6.580	 1.094	 0.53800	 0.99700
-1.3	 0.250	 0.300	 0.10	3940	-1.758	 1.991	 6.868	 2.013	 0.00000	 0.00000
-1.3	 0.250	 0.300	 1.00	3936	-1.798	 1.906	 6.887	 2.068	 0.00000	 0.00000
-1.3	 0.250	 0.300	10.00	3945	-1.747	 2.011	 6.868	 1.998	 0.00000	 0.00000
-1.3	 0.250	 0.350	 0.01	3993	-1.056	 4.353	 6.613	 1.061	 0.23900	 0.98700
-1.3	 0.250	 0.350	 0.10	4005	-1.639	 2.211	 6.888	 2.016	 0.00000	 0.00024
-1.3	 0.250	 0.350	 1.00	3991	-1.646	 2.208	 6.897	 1.949	 0.00000	 0.00000
-1.3	 0.250	 0.350	10.00	3994	-1.627	 2.255	 6.890	 1.919	 0.00000	 0.00000
-1.3	 0.250	 0.400	 0.01	4042	-0.976	 4.654	 6.637	 1.042	 0.19400	 0.99100
-1.3	 0.250	 0.400	 0.10	4093	-1.498	 2.490	 6.916	 2.026	 0.00000	 0.55100
-1.3	 0.250	 0.400	 1.00	4055	-1.516	 2.483	 6.913	 1.934	 0.00000	 0.00262
-1.3	 0.250	 0.400	10.00	4067	-1.492	 2.537	 6.914	 1.960	 0.00000	 0.00000
-1.3	 0.250	 0.500	 0.01	4150	-0.833	 5.205	 6.672	 1.049	 0.64300	 0.99900
-1.3	 0.250	 0.500	 0.10	4373	-1.190	 3.110	 6.976	 2.001	 0.22000	 0.99700
-1.3	 0.250	 0.500	 1.00	4318	-1.190	 3.188	 6.956	 1.934	 0.11100	 0.99600
-1.3	 0.250	 0.500	10.00	4377	-1.139	 3.291	 6.968	 2.008	 0.00166	 0.99300
-1.3	 0.250	 0.600	 0.01	4322	-0.678	 5.736	 6.709	 1.100	 0.92200	 1.00000
-1.3	 0.250	 0.600	 0.10	4897	-0.841	 3.706	 7.015	 1.959	 0.89900	 1.00000
-1.3	 0.250	 0.600	 1.00	4884	-0.827	 3.783	 7.007	 1.946	 0.89300	 1.00000
-1.3	 0.250	 0.600	10.00	5068	-0.727	 3.944	 7.042	 2.100	 0.86800	 1.00000
-1.3	 0.250	 0.700	 0.01	4603	-0.485	 6.322	 6.752	 1.180	 0.98700	 1.00000
-1.3	 0.250	 0.700	 0.10	5409	-0.531	 4.341	 7.054	 1.943	 0.98600	 1.00000
-1.3	 0.250	 0.700	 1.00	5406	-0.515	 4.423	 7.052	 1.943	 0.98600	 1.00000
-1.3	 0.250	 0.700	10.00	5686	-0.326	 4.970	 7.128	 2.273	 0.98600	 1.00000
